codgeo;libgeo;an;p_pop
55552;Vigneul-sous-Montmédy;2021;81
55553;Vignot;2021;1288
55554;Villécloye;2021;259
55555;Ville-devant-Belrain;2021;32
55556;Ville-devant-Chaumont;2021;49
55557;Ville-en-Woëvre;2021;127
55559;Villeroy-sur-Méholle;2021;54
55560;Villers-aux-Vents;2021;129
55561;Villers-devant-Dun;2021;51
55562;Villers-le-Sec;2021;127
55563;Villers-lès-Mangiennes;2021;74
55565;Villers-sous-Pareid;2021;76
55566;Villers-sur-Meuse;2021;291
55567;Ville-sur-Cousances;2021;140
55568;Ville-sur-Saulx;2021;279
55569;Villotte-devant-Louppy;2021;163
55570;Villotte-sur-Aire;2021;217
55571;Vilosnes-Haraumont;2021;245
55572;Vittarville;2021;90
55573;Void-Vacon;2021;1614
55574;Vouthon-Bas;2021;41
55575;Vouthon-Haut;2021;83
55577;Waly;2021;56
55578;Warcq;2021;184
55579;Watronville;2021;100
55580;Wavrille;2021;50
55581;Willeroncourt;2021;105
55582;Wiseppe;2021;88
55583;Woël;2021;208
55584;Woimbey;2021;127
55586;Xivray-et-Marvoisin;2021;113
56001;Allaire;2021;3875
56002;Ambon;2021;2055
56003;Arradon;2021;5685
56004;Arzal;2021;1742
56005;Arzon;2021;2269
56006;Augan;2021;1513
56007;Auray;2021;14222
56008;Baden;2021;4642
56009;Bangor;2021;1010
56010;Baud;2021;6228
56011;Béganne;2021;1423
56012;Beignon;2021;1947
56013;Belz;2021;3834
56014;Berné;2021;1562
56015;Berric;2021;2109
56017;Bignan;2021;2745
56018;Billiers;2021;1047
56019;Billio;2021;329
56020;Bohal;2021;852
56021;Brandérion;2021;1473
56022;Brandivy;2021;1382
56023;Brech;2021;6924
56024;Bréhan;2021;2288
56025;Brignac;2021;196
56026;Bubry;2021;2273
56027;Buléon;2021;543
56028;Caden;2021;1579
56029;Calan;2021;1257
56030;Camoël;2021;1122
56031;Camors;2021;3099
56032;Campénéac;2021;1891
56033;Carentoir;2021;3043
56034;Carnac;2021;4223
56035;Caro;2021;1138
56036;Caudan;2021;7074
56039;La Chapelle-Neuve;2021;989
56040;Cléguer;2021;3348
56041;Cléguérec;2021;2839
56042;Colpo;2021;2237
56043;Concoret;2021;758
56044;Cournon;2021;802
56045;Le Cours;2021;675
56046;Crach;2021;3422
56047;Crédin;2021;1498
56048;Le Croisty;2021;732
56050;La Croix-Helléan;2021;870
56051;Cruguel;2021;659
56052;Damgan;2021;1917
56053;Elven;2021;6436
56054;Erdeven;2021;3974
56055;Étel;2021;2055
56056;Évriguet;2021;207
56057;Le Faouët;2021;2808
56058;Férel;2021;3404
56060;Les Fougerêts;2021;948
56061;La Gacilly;2021;3993
56062;Gâvres;2021;680
56063;Gestel;2021;2592
56065;Gourhel;2021;737
56066;Gourin;2021;3823
56067;Grand-Champ;2021;5782
56068;La Grée-Saint-Laurent;2021;312
56069;Groix;2021;2282
56070;Guégon;2021;2251
56071;Guéhenno;2021;795
56072;Gueltas;2021;513
56073;Guémené-sur-Scorff;2021;1097
56074;Guénin;2021;1856
56075;Guer;2021;6068
56076;Guern;2021;1347
56077;Le Guerno;2021;983
56078;Guidel;2021;11947
56079;Guillac;2021;1383
56080;Guilliers;2021;1337
56081;Guiscriff;2021;2061
56082;Helléan;2021;382
56083;Hennebont;2021;15746
56084;Le Hézo;2021;865
56085;Hœdic;2021;100
56086;Île-d'Houat;2021;216
56087;Île-aux-Moines;2021;628
56088;Île-d'Arz;2021;287
56089;Inguiniel;2021;2191
56090;Inzinzac-Lochrist;2021;6571
56091;Josselin;2021;2535
56092;Kerfourn;2021;831
56093;Kergrist;2021;715
56094;Kervignac;2021;6966
56096;Landaul;2021;2458
56097;Landévant;2021;4044
56098;Lanester;2021;23026
56099;Langoëlan;2021;396
56100;Langonnet;2021;1771
56101;Languidic;2021;8047
56102;Forges de Lanouée;2021;2130
56103;Lantillac;2021;294
56104;Lanvaudan;2021;807
56105;Lanvénégen;2021;1139
56106;Larmor-Baden;2021;865
56107;Larmor-Plage;2021;8318
56108;Larré;2021;1092
56109;Lauzach;2021;1199
56110;Lignol;2021;849
56111;Limerzel;2021;1307
56112;Lizio;2021;775
56113;Locmalo;2021;898
56114;Locmaria;2021;964
56115;Locmaria-Grand-Champ;2021;1811
56116;Locmariaquer;2021;1557
56117;Locminé;2021;4626
56118;Locmiquélic;2021;4075
56119;Locoal-Mendon;2021;3507
56120;Locqueltas;2021;1954
56121;Lorient;2021;57846
56122;Loyat;2021;1701
56123;Malansac;2021;2244
56124;Malestroit;2021;2509
56125;Malguénac;2021;1841
56126;Marzan;2021;2539
56127;Mauron;2021;3170
56128;Melrand;2021;1519
56129;Ménéac;2021;1489
56130;Merlevenez;2021;3203
56131;Meslan;2021;1456
56132;Meucon;2021;2277
56133;Missiriac;2021;1180
56134;Mohon;2021;985
56135;Molac;2021;1641
56136;Monteneuf;2021;758
56137;Monterblanc;2021;3316
56139;Montertelot;2021;365
56140;Moréac;2021;3698
56141;Moustoir-Ac;2021;1714
56143;Muzillac;2021;5041
56144;Évellys;2021;3415
56145;Néant-sur-Yvel;2021;1094
56146;Neulliac;2021;1447
56147;Nivillac;2021;4810
56148;Nostang;2021;1626
56149;Noyal-Muzillac;2021;2516
56151;Noyal-Pontivy;2021;3607
56152;Le Palais;2021;2552
56153;Péaule;2021;2782
56154;Peillac;2021;1857
56155;Pénestin;2021;2028
56156;Persquen;2021;352
56157;Plaudren;2021;1962
56158;Plescop;2021;6225
56159;Pleucadeuc;2021;1835
56160;Pleugriffet;2021;1286
56161;Ploemel;2021;3056
56162;Ploemeur;2021;18591
56163;Ploërdut;2021;1243
56164;Ploeren;2021;6699
56165;Ploërmel;2021;9879
56166;Plouay;2021;5784
56167;Plougoumelen;2021;2605
56168;Plouharnel;2021;2261
56169;Plouhinec;2021;5354
56170;Plouray;2021;1033
56171;Pluherlin;2021;1518
56172;Plumelec;2021;2714
56173;Pluméliau-Bieuzy;2021;4438
56174;Plumelin;2021;2796
56175;Plumergat;2021;4179
56176;Pluneret;2021;6140
56177;Pluvigner;2021;7651
56178;Pontivy;2021;14774
56179;Pont-Scorff;2021;3965
56180;Porcaro;2021;744
56181;Port-Louis;2021;2679
56182;Priziac;2021;1011
56184;Questembert;2021;8001
56185;Quéven;2021;8790
56186;Quiberon;2021;4688
56188;Quistinic;2021;1421
56189;Radenac;2021;1067
56190;Réguiny;2021;1957
56191;Réminiac;2021;430
56193;Riantec;2021;5772
56194;Rieux;2021;2851
56195;La Roche-Bernard;2021;695
56196;Rochefort-en-Terre;2021;635
56197;Val d'Oust;2021;2790
56198;Rohan;2021;1573
56199;Roudouallec;2021;709
56200;Ruffiac;2021;1370
56201;Le Saint;2021;600
56202;Saint-Abraham;2021;529
56203;Saint-Aignan;2021;630
56204;Saint-Allouestre;2021;625
56205;Saint-Armel;2021;883
56206;Saint-Avé;2021;11927
56207;Saint-Barthélemy;2021;1168
56208;Saint-Brieuc-de-Mauron;2021;297
56209;Sainte-Brigitte;2021;181
56210;Saint-Caradec-Trégomel;2021;470
56211;Saint-Congard;2021;801
56212;Saint-Dolay;2021;2603
56213;Saint-Gérand-Croixanvec;2021;1312
56214;Saint-Gildas-de-Rhuys;2021;1565
56215;Saint-Gonnery;2021;1093
56216;Saint-Gorgon;2021;414
56218;Saint-Gravé;2021;728
56219;Saint-Guyomard;2021;1426
56220;Sainte-Hélène;2021;1294
56221;Saint-Jacut-les-Pins;2021;1734
56222;Saint-Jean-Brévelay;2021;2868
56223;Saint-Jean-la-Poterie;2021;1444
56224;Saint-Laurent-sur-Oust;2021;393
56225;Saint-Léry;2021;205
56226;Saint-Malo-de-Beignon;2021;543
56227;Saint-Malo-des-Trois-Fontaines;2021;580
56228;Saint-Marcel;2021;1127
56229;Saint-Martin-sur-Oust;2021;1298
56230;Saint-Nicolas-du-Tertre;2021;458
56231;Saint-Nolff;2021;3901
56232;Saint-Perreux;2021;1065
56233;Saint-Philibert;2021;1552
56234;Saint-Pierre-Quiberon;2021;2236
56236;Saint-Servant;2021;795
56237;Saint-Thuriau;2021;1875
56238;Saint-Tugdual;2021;370
56239;Saint-Vincent-sur-Oust;2021;1616
56240;Sarzeau;2021;8977
56241;Sauzon;2021;1027
56242;Séglien;2021;638
56243;Séné;2021;8944
56244;Sérent;2021;3279
56245;Silfiac;2021;483
56246;Le Sourn;2021;2135
56247;Sulniac;2021;3829
56248;Surzur;2021;5008
56249;Taupont;2021;2330
56250;Théhillac;2021;609
56251;Theix-Noyalo;2021;8403
56252;Le Tour-du-Parc;2021;1237
56253;Tréal;2021;660
56254;Trédion;2021;1349
56255;Treffléan;2021;2491
56256;Tréhorenteuc;2021;114
56257;La Trinité-Porhoët;2021;668
56258;La Trinité-sur-Mer;2021;1768
56259;La Trinité-Surzur;2021;1721
56260;Vannes;2021;54420
56261;La Vraie-Croix;2021;1474
56262;Le Bono;2021;2581
56263;Sainte-Anne-d'Auray;2021;2827
56264;Kernascléden;2021;407
57001;Aboncourt;2021;321
57002;Aboncourt-sur-Seille;2021;65
57003;Abreschviller;2021;1418
57004;Achain;2021;79
57006;Achen;2021;976
57007;Adaincourt;2021;131
57008;Adelange;2021;210
57009;Ajoncourt;2021;103
57010;Alaincourt-la-Côte;2021;159
57011;Albestroff;2021;614
57012;Algrange;2021;6087
57013;Alsting;2021;2499
57014;Altrippe;2021;369
57015;Altviller;2021;546
57016;Alzing;2021;396
57017;Amanvillers;2021;2121
57018;Amelécourt;2021;121
57019;Amnéville;2021;10828
57020;Ancerville;2021;301
57021;Ancy-Dornot;2021;1490
57022;Angevillers;2021;1311
57024;Antilly;2021;191
57025;Anzeling;2021;496
57026;Apach;2021;1071
57027;Arraincourt;2021;121
57028;Argancy;2021;1330
57029;Arriance;2021;217
57030;Arry;2021;547
57031;Ars-Laquenexy;2021;934
57032;Ars-sur-Moselle;2021;4651
57033;Arzviller;2021;531
57034;Aspach;2021;35
57035;Assenoncourt;2021;114
57036;Attilloncourt;2021;100
57037;Aube;2021;265
57038;Audun-le-Tiche;2021;7180
57039;Augny;2021;2136
57040;Aulnois-sur-Seille;2021;299
57041;Aumetz;2021;2384
57042;Avricourt;2021;581
57043;Ay-sur-Moselle;2021;1566
57044;Azoudange;2021;114
57045;Bacourt;2021;112
57046;Baerenthal;2021;746
57047;Bambiderstroff;2021;1034
57048;Bannay;2021;71
57049;Le Ban-Saint-Martin;2021;4617
57050;Barchain;2021;109
57051;Baronville;2021;372
57052;Barst;2021;573
57053;Bassing;2021;109
57054;Baudrecourt;2021;180
57055;Bazoncourt;2021;541
57056;Bébing;2021;188
57057;Béchy;2021;606
57058;Behren-lès-Forbach;2021;6433
57059;Bellange;2021;55
57060;Bénestroff;2021;519
57061;Béning-lès-Saint-Avold;2021;1136
57062;Berg-sur-Moselle;2021;442
57063;Bérig-Vintrange;2021;215
57064;Berling;2021;278
57065;Bermering;2021;207
57066;Berthelming;2021;510
57067;Bertrange;2021;2859
57069;Berviller-en-Moselle;2021;460
57070;Bettange;2021;246
57071;Bettborn;2021;388
57072;Bettelainville;2021;622
57073;Betting;2021;861
57074;Bettviller;2021;814
57075;Beux;2021;293
57076;Beyren-lès-Sierck;2021;504
57077;Bezange-la-Petite;2021;95
57079;Bibiche;2021;440
57080;Bickenholtz;2021;84
57081;Bidestroff;2021;126
57082;Biding;2021;341
57083;Bining;2021;1184
57084;Bioncourt;2021;300
57085;Bionville-sur-Nied;2021;393
57086;Belles-Forêts;2021;233
57087;Bisten-en-Lorraine;2021;253
57088;Bistroff;2021;306
57089;Bitche;2021;4958
57090;Blanche-Église;2021;107
57091;Bliesbruck;2021;991
57092;Blies-Ébersing;2021;603
57093;Blies-Guersviller;2021;650
57095;Boucheporn;2021;570
57096;Boulange;2021;2450
57097;Boulay-Moselle;2021;5524
57098;Bourgaltroff;2021;231
57099;Bourdonnay;2021;241
57100;Bourscheid;2021;175
57101;Bousbach;2021;1208
57102;Bousse;2021;3231
57103;Bousseviller;2021;118
57104;Boust;2021;1154
57105;Boustroff;2021;151
57106;Bouzonville;2021;3929
57107;Bréhain;2021;103
57108;Breidenbach;2021;312
57109;Breistroff-la-Grande;2021;834
57110;Brettnach;2021;426
57111;Bronvaux;2021;511
57112;Brouck;2021;82
57113;Brouderdorff;2021;971
57114;Brouviller;2021;428
57115;Brulange;2021;97
57116;Buchy;2021;96
57117;Buding;2021;574
57118;Budling;2021;162
57119;Buhl-Lorraine;2021;1196
57120;Burlioncourt;2021;114
57121;Burtoncourt;2021;225
57122;Cappel;2021;682
57123;Carling;2021;3373
57124;Cattenom;2021;2606
57125;Chailly-lès-Ennery;2021;415
57126;Chambrey;2021;319
57127;Chanville;2021;148
57128;Charleville-sous-Bois;2021;297
57129;Charly-Oradour;2021;775
57130;Château-Bréhain;2021;72
57131;Château-Rouge;2021;296
57132;Château-Salins;2021;2297
57133;Château-Voué;2021;100
57134;Châtel-Saint-Germain;2021;1892
57136;Chémery-les-Deux;2021;580
57137;Cheminot;2021;816
57138;Chenois;2021;82
57139;Chérisey;2021;280
57140;Chesny;2021;565
57141;Chicourt;2021;89
57142;Chieulles;2021;419
57143;Clouange;2021;3359
57144;Cocheren;2021;3359
57145;Coincy;2021;328
57146;Coin-lès-Cuvry;2021;811
57147;Coin-sur-Seille;2021;333
57148;Colligny-Maizery;2021;564
57149;Colmen;2021;206
57150;Condé-Northen;2021;707
57151;Conthil;2021;145
57152;Contz-les-Bains;2021;519
57153;Corny-sur-Moselle;2021;2156
57154;Coume;2021;612
57155;Courcelles-Chaussy;2021;2986
57156;Courcelles-sur-Nied;2021;1183
57158;Craincourt;2021;234
57159;Créhange;2021;3799
57160;Creutzwald;2021;12514
57161;Cutting;2021;103
57162;Cuvry;2021;987
57163;Dabo;2021;2366
57165;Dalem;2021;701
57166;Dalhain;2021;101
57167;Dalstein;2021;381
57168;Danne-et-Quatre-Vents;2021;673
57169;Dannelbourg;2021;504
57171;Delme;2021;1151
57172;Denting;2021;278
57173;Desseling;2021;101
57174;Destry;2021;105
57175;Diane-Capelle;2021;235
57176;Diebling;2021;1673
57177;Dieuze;2021;2794
57178;Diffembach-lès-Hellimer;2021;356
57179;Distroff;2021;1836
57180;Dolving;2021;343
57181;Domnom-lès-Dieuze;2021;91
57182;Donjeux;2021;94
57183;Donnelay;2021;187
57186;Ébersviller;2021;956
57187;Éblange;2021;360
57188;Éguelshardt;2021;434
57189;Eincheville;2021;224
57190;Elvange;2021;419
57191;Elzange;2021;683
57192;Enchenberg;2021;1214
57193;Ennery;2021;2262
57194;Entrange;2021;1215
57195;Epping;2021;561
57196;Erching;2021;419
57197;Ernestviller;2021;508
57198;Erstroff;2021;190
57199;Escherange;2021;693
57200;Les Étangs;2021;403
57201;Etting;2021;715
57202;Etzling;2021;1147
57203;Évrange;2021;220
57204;Failly;2021;540
57205;Falck;2021;2550
57206;Fameck;2021;14798
57207;Farébersviller;2021;5316
57208;Farschviller;2021;1332
57209;Faulquemont;2021;5155
57210;Fénétrange;2021;658
57211;Fèves;2021;1203
57212;Féy;2021;735
57213;Filstroff;2021;770
57214;Fixem;2021;402
57215;Flastroff;2021;355
57216;Fleisheim;2021;140
57217;Flétrange;2021;886
57218;Fleury;2021;1286
57219;Flévy;2021;574
57220;Flocourt;2021;123
57221;Florange;2021;11869
57222;Folkling;2021;1374
57224;Folschviller;2021;3957
57225;Fonteny;2021;141
57226;Fontoy;2021;3142
57227;Forbach;2021;21130
57228;Fossieux;2021;189
57229;Foulcrey;2021;151
57230;Fouligny;2021;193
57231;Foville;2021;99
57232;Francaltroff;2021;769
57233;Fraquelfing;2021;86
57234;Frauenberg;2021;600
57235;Freistroff;2021;1020
57236;Frémery;2021;88
57237;Frémestroff;2021;304
57238;Fresnes-en-Saulnois;2021;196
57239;Freybouse;2021;435
57240;Freyming-Merlebach;2021;13027
57241;Fribourg;2021;164
57242;Gandrange;2021;3029
57244;Garrebourg;2021;490
57245;Gavisse;2021;581
57246;Gelucourt;2021;221
57247;Gerbécourt;2021;74
57248;Givrycourt;2021;89
57249;Glatigny;2021;262
57250;Goetzenbruck;2021;1444
57251;Goin;2021;348
57252;Gomelange;2021;467
57253;Gondrexange;2021;505
57254;Gorze;2021;1145
57255;Gosselming;2021;569
57256;Gravelotte;2021;810
57257;Grémecey;2021;102
57258;Gréning;2021;115
57259;Grindorff-Bizing;2021;314
57260;Grosbliederstroff;2021;3297
57261;Gros-Réderching;2021;1299
57262;Grostenquin;2021;635
57263;Grundviller;2021;647
57264;Guebenhouse;2021;415
57265;Guébestroff;2021;59
57266;Guéblange-lès-Dieuze;2021;145
57267;Le Val-de-Guéblange;2021;815
57268;Guébling;2021;124
57269;Guénange;2021;7761
57270;Val-de-Bride;2021;540
57271;Guenviller;2021;679
57272;Guermange;2021;91
57273;Guerstling;2021;376
57274;Guerting;2021;866
57275;Guessling-Hémering;2021;917
57276;Guinglange;2021;335
57277;Guinkirchen;2021;145
57278;Guinzeling;2021;64
57280;Guntzviller;2021;363
57281;Haboudange;2021;232
57282;Hagen;2021;360
57283;Hagondange;2021;9321
57284;Hallering;2021;108
57286;Halstroff;2021;304
57287;Basse-Ham;2021;2237
57288;Ham-sous-Varsberg;2021;2875
57289;Hambach;2021;2831
57290;Hampont;2021;171
57291;Hangviller;2021;262
57292;Hannocourt;2021;17
57293;Han-sur-Nied;2021;252
57294;Hanviller;2021;192
57295;Haraucourt-sur-Seille;2021;107
57296;Hargarten-aux-Mines;2021;1093
57297;Harprich;2021;185
57298;Harreberg;2021;371
57299;Hartzviller;2021;937
57300;Haselbourg;2021;308
57301;Haspelschiedt;2021;304
57302;Hattigny;2021;204
57303;Hauconcourt;2021;592
57304;Haut-Clocher;2021;358
57305;Havange;2021;451
57306;Hayange;2021;15968
57307;Hayes;2021;255
57308;Hazembourg;2021;150
57309;Heining-lès-Bouzonville;2021;483
57310;Hellering-lès-Fénétrange;2021;190
57311;Hellimer;2021;510
57312;Helstroff;2021;487
57313;Hémilly;2021;142
57314;Héming;2021;495
57315;Henridorff;2021;707
57316;Henriville;2021;749
57317;Hérange;2021;105
57318;Hermelange;2021;214
57319;Herny;2021;522
57320;Hertzing;2021;181
57321;Hesse;2021;554
57322;Hestroff;2021;479
57323;Hettange-Grande;2021;7765
57324;Hilbesheim;2021;613
57325;Hilsprich;2021;832
57326;Hinckange;2021;336
57328;Holacourt;2021;90
57329;Holling;2021;438
57330;Holving;2021;1262
57331;Hombourg-Budange;2021;548
57332;Hombourg-Haut;2021;6267
57333;Hommarting;2021;824
57334;Hommert;2021;314
57335;Honskirch;2021;214
57336;L'Hôpital;2021;5182
57337;Hoste;2021;580
57338;Hottviller;2021;508
57339;Hultehouse;2021;364
57340;Hundling;2021;1349
57341;Hunting;2021;705
57342;Ibigny;2021;92
57343;Illange;2021;1799
57344;Imling;2021;720
57345;Inglange;2021;405
57346;Insming;2021;597
57347;Insviller;2021;172
57348;Ippling;2021;794
57349;Jallaucourt;2021;146
57350;Jouy-aux-Arches;2021;1431
57351;Jury;2021;1338
57352;Jussy;2021;452
57353;Juvelize;2021;72
57354;Juville;2021;129
57355;Kalhausen;2021;788
57356;Kanfen;2021;1222
57357;Kappelkinger;2021;418
57358;Kédange-sur-Canner;2021;1071
57359;Kemplich;2021;173
57360;Kerbach;2021;1215
57361;Kerling-lès-Sierck;2021;616
57362;Kerprich-aux-Bois;2021;187
57364;Kirsch-lès-Sierck;2021;317
57365;Kirschnaumen;2021;466
57366;Kirviller;2021;137
57367;Klang;2021;216
57368;Knutange;2021;3202
57370;Kœnigsmacker;2021;2260
57371;Haute-Kontz;2021;568
57372;Kuntzig;2021;1362
57373;Lachambre;2021;919
57374;Lafrimbolle;2021;202
57375;Lagarde;2021;183
57376;Lambach;2021;487
57377;Landange;2021;244
57379;Landroff;2021;271
57380;Laneuveville-lès-Lorquin;2021;106
57381;Laneuveville-en-Saulnois;2021;283
57382;Langatte;2021;605
57383;Languimberg;2021;156
57384;Laning;2021;624
57385;Laquenexy;2021;1268
57386;Laudrefang;2021;342
57387;Laumesfeld;2021;292
57388;Launstroff;2021;250
57389;Lelling;2021;461
57390;Lemberg;2021;1418
57391;Lemoncourt;2021;61
57392;Lemud;2021;531
57393;Lengelsheim;2021;193
57394;Léning;2021;337
57395;Lesse;2021;204
57396;Lessy;2021;771
57397;Ley;2021;104
57398;Leyviller;2021;508
57399;Lezey;2021;91
57401;Lidrezing;2021;84
57402;Liederschiedt;2021;118
57403;Liéhon;2021;130
57404;Lindre-Basse;2021;209
57405;Lindre-Haute;2021;52
57406;Liocourt;2021;142
57407;Lixheim;2021;577
57408;Lixing-lès-Rouhling;2021;822
57409;Lixing-lès-Saint-Avold;2021;670
57410;Lhor;2021;143
57411;Lommerange;2021;360
57412;Longeville-lès-Metz;2021;3960
57413;Longeville-lès-Saint-Avold;2021;3611
57414;Lorquin;2021;1135
57415;Lorry-lès-Metz;2021;1731
57416;Lorry-Mardigny;2021;671
57417;Lostroff;2021;70
57418;Loudrefing;2021;312
57419;Loupershouse;2021;895
57421;Loutzviller;2021;156
57422;Louvigny;2021;881
57423;Lubécourt;2021;70
57424;Lucy;2021;231
57425;Luppy;2021;581
57426;Luttange;2021;928
57427;Lutzelbourg;2021;564
57428;Macheren;2021;2802
57430;Mainvillers;2021;323
57431;Maizeroy;2021;415
57433;Maizières-lès-Metz;2021;11792
57434;Maizières-lès-Vic;2021;476
57436;Malaucourt-sur-Seille;2021;128
57437;Malling;2021;664
57438;Malroy;2021;351
57439;Manderen-Ritzing;2021;602
57440;Manhoué;2021;141
57441;Manom;2021;3010
57442;Many;2021;245
57443;Marange-Silvange;2021;6527
57444;Marange-Zondrange;2021;364
57445;Marieulles;2021;700
57446;Marimont-lès-Bénestroff;2021;49
57447;Marly;2021;9971
57448;Marsal;2021;239
57449;Marsilly;2021;589
57451;Marthille;2021;167
57452;La Maxe;2021;1047
57453;Maxstadt;2021;300
57454;Mécleuves;2021;1206
57455;Mégange;2021;141
57456;Meisenthal;2021;652
57457;Menskirch;2021;138
57459;Merschweiller;2021;289
57460;Merten;2021;1460
57461;Métairies-Saint-Quirin;2021;276
57462;Metting;2021;441
57463;Metz;2021;120874
57464;Metzeresche;2021;978
57465;Metzervisse;2021;2272
57466;Metzing;2021;670
57467;Mey;2021;309
57468;Mittelbronn;2021;658
57469;Mittersheim;2021;588
57470;Molring;2021;7
57471;Momerstroff;2021;297
57472;Moncheux;2021;147
57473;Moncourt;2021;64
57474;Mondelange;2021;5720
57475;Mondorff;2021;555
57476;Monneren;2021;404
57477;Montbronn;2021;1587
57478;Montdidier;2021;86
57479;Montenach;2021;481
57480;Montigny-lès-Metz;2021;21854
57481;Montois-la-Montagne;2021;2723
57482;Ogy-Montoy-Flanville;2021;1762
57483;Morhange;2021;3377
57484;Morsbach;2021;2666
57485;Morville-lès-Vic;2021;118
57486;Morville-sur-Nied;2021;116
57487;Moulins-lès-Metz;2021;5088
57488;Moussey;2021;562
